"t","condition","iv","dv","dvb"
1,"Fruit",15,131.694696191182,128.198749133884
2,"Fruit",15,133.887548839113,126.478956462514
3,"Fruit",15,136.734713217316,125.813363667424
4,"Fruit",15,147.699061925002,138.410270176853
5,"Fruit",15,140.149122888354,137.773993496699
6,"Fruit",15,122.682653946082,114.143239738781
7,"Fruit",15,139.147977655471,150.47688172355
8,"Fruit",15,138.065260657294,129.434189423574
9,"Fruit",15,127.349154235037,120.260426731082
10,"Fruit",15,148.386598400783,149.01101631328
1,"Veggie",5,128.198749133884,131.694696191182
2,"Veggie",5,126.478956462514,133.887548839113
3,"Veggie",5,125.813363667424,136.734713217316
4,"Veggie",5,138.410270176853,147.699061925002
5,"Veggie",5,137.773993496699,140.149122888354
6,"Veggie",5,114.143239738781,122.682653946082
7,"Veggie",5,150.47688172355,139.147977655471
8,"Veggie",5,129.434189423574,138.065260657294
9,"Veggie",5,120.260426731082,127.349154235037
10,"Veggie",5,149.01101631328,148.386598400783
