"t","condition","iv","dv","dvb"
1,"Fruit",15,140.779538217821,144.332079390805
2,"Fruit",15,135.227747492938,140.83800525611
3,"Fruit",15,123.257377551546,141.875702213124
4,"Fruit",15,146.13328813078,118.680594664154
5,"Fruit",15,132.167917290894,112.750609830796
6,"Fruit",15,134.91622629705,115.313321269381
7,"Fruit",15,149.95426842888,117.720282249068
8,"Fruit",15,141.361580996684,129.531446973214
9,"Fruit",15,155.211894278932,140.23290659942
10,"Fruit",15,149.410110056625,132.454289684041
1,"Veggie",5,144.332079390805,140.779538217821
2,"Veggie",5,140.83800525611,135.227747492938
3,"Veggie",5,141.875702213124,123.257377551546
4,"Veggie",5,118.680594664154,146.13328813078
5,"Veggie",5,112.750609830796,132.167917290894
6,"Veggie",5,115.313321269381,134.91622629705
7,"Veggie",5,117.720282249068,149.95426842888
8,"Veggie",5,129.531446973214,141.361580996684
9,"Veggie",5,140.23290659942,155.211894278932
10,"Veggie",5,132.454289684041,149.410110056625
