"t","condition","iv","dv","dvb"
1,"Fruit",15,149.843486529628,142.826515575617
2,"Fruit",15,136.729920276398,116.819571005999
3,"Fruit",15,136.604655897857,132.085774767611
4,"Fruit",15,144.042203366185,127.13812359205
5,"Fruit",15,134.690743387353,135.985606676206
6,"Fruit",15,134.981746556007,119.472741051327
7,"Fruit",15,124.545601413202,110.615922811093
8,"Fruit",15,142.276180861199,120.863621333511
9,"Fruit",15,147.93118230215,132.304620019555
10,"Fruit",15,146.365445561774,130.930507520671
1,"Veggie",5,142.826515575617,149.843486529628
2,"Veggie",5,116.819571005999,136.729920276398
3,"Veggie",5,132.085774767611,136.604655897857
4,"Veggie",5,127.13812359205,144.042203366185
5,"Veggie",5,135.985606676206,134.690743387353
6,"Veggie",5,119.472741051327,134.981746556007
7,"Veggie",5,110.615922811093,124.545601413202
8,"Veggie",5,120.863621333511,142.276180861199
9,"Veggie",5,132.304620019555,147.93118230215
10,"Veggie",5,130.930507520671,146.365445561774
