"t","condition","iv","dv","dvb"
1,"Fruit",15,128.592534788637,124.498080229475
2,"Fruit",15,171.549615189278,114.441949744781
3,"Fruit",15,136.105634177296,145.17342582099
4,"Fruit",15,119.658340438653,117.281766667053
5,"Fruit",15,130.134749040044,130.587387388056
6,"Fruit",15,149.568343120911,140.847684525718
7,"Fruit",15,132.031920393201,111.469317967173
8,"Fruit",15,128.171469584192,119.546688659512
9,"Fruit",15,135.311719273441,123.835291875421
10,"Fruit",15,137.365361150108,151.182754134127
1,"Veggie",5,124.498080229475,128.592534788637
2,"Veggie",5,114.441949744781,171.549615189278
3,"Veggie",5,145.17342582099,136.105634177296
4,"Veggie",5,117.281766667053,119.658340438653
5,"Veggie",5,130.587387388056,130.134749040044
6,"Veggie",5,140.847684525718,149.568343120911
7,"Veggie",5,111.469317967173,132.031920393201
8,"Veggie",5,119.546688659512,128.171469584192
9,"Veggie",5,123.835291875421,135.311719273441
10,"Veggie",5,151.182754134127,137.365361150108
