"t","condition","iv","wdv","wdvb"
1,"Fruit",15,121.474490366603,118.058739805983
2,"Fruit",15,98.6050877033364,86.3396478848789
3,"Fruit",15,126.709128676521,114.214986599404
4,"Fruit",15,116.53659132714,110.656881350309
5,"Fruit",15,134.977261093882,112.889288529338
6,"Fruit",15,102.48746182281,106.836301431758
7,"Fruit",15,169.444742397277,165.336663582641
8,"Fruit",15,148.675403436332,138.843950313694
9,"Fruit",15,173.999522053971,156.590635430321
10,"Fruit",15,137.585400305464,138.941778102213
1,"Veggie",5,118.058739805983,121.474490366603
2,"Veggie",5,86.3396478848789,98.6050877033364
3,"Veggie",5,114.214986599404,126.709128676521
4,"Veggie",5,110.656881350309,116.53659132714
5,"Veggie",5,112.889288529338,134.977261093882
6,"Veggie",5,106.836301431758,102.48746182281
7,"Veggie",5,165.336663582641,169.444742397277
8,"Veggie",5,138.843950313694,148.675403436332
9,"Veggie",5,156.590635430321,173.999522053971
10,"Veggie",5,138.941778102213,137.585400305464
