"t","condition","iv","dv","dvb"
1,"Fruit",15,135.056260090586,130.662814716475
2,"Fruit",15,148.853147178876,147.110598628321
3,"Fruit",15,148.3524948713,131.366883797723
4,"Fruit",15,152.422344191378,133.771118601654
5,"Fruit",15,147.523037936499,134.256457490241
6,"Fruit",15,135.722648010076,123.28325057255
7,"Fruit",15,136.392717801086,117.68095923531
8,"Fruit",15,131.554918416356,115.254366091319
9,"Fruit",15,128.386191294398,124.298496874776
10,"Fruit",15,142.492436697427,125.159925540796
1,"Veggie",5,130.662814716475,135.056260090586
2,"Veggie",5,147.110598628321,148.853147178876
3,"Veggie",5,131.366883797723,148.3524948713
4,"Veggie",5,133.771118601654,152.422344191378
5,"Veggie",5,134.256457490241,147.523037936499
6,"Veggie",5,123.28325057255,135.722648010076
7,"Veggie",5,117.68095923531,136.392717801086
8,"Veggie",5,115.254366091319,131.554918416356
9,"Veggie",5,124.298496874776,128.386191294398
10,"Veggie",5,125.159925540796,142.492436697427
