"t","condition","iv","dv","dvb"
1,"Fruit",15,139.964987963619,115.867548340661
2,"Fruit",15,147.039243500858,138.047214872075
3,"Fruit",15,153.150019499576,131.704628853912
4,"Fruit",15,135.506039435628,135.517372397084
5,"Fruit",15,143.265578854889,139.938520391576
6,"Fruit",15,129.496023565913,125.807474033818
7,"Fruit",15,143.675211439423,131.682643186001
8,"Fruit",15,142.891428923886,130.082166923591
9,"Fruit",15,129.773343449072,131.360827105919
10,"Fruit",15,149.157985956374,117.275495115455
1,"Veggie",5,115.867548340661,139.964987963619
2,"Veggie",5,138.047214872075,147.039243500858
3,"Veggie",5,131.704628853912,153.150019499576
4,"Veggie",5,135.517372397084,135.506039435628
5,"Veggie",5,139.938520391576,143.265578854889
6,"Veggie",5,125.807474033818,129.496023565913
7,"Veggie",5,131.682643186001,143.675211439423
8,"Veggie",5,130.082166923591,142.891428923886
9,"Veggie",5,131.360827105919,129.773343449072
10,"Veggie",5,117.275495115455,149.157985956374
