"t","condition","iv","dv","dvb"
1,"Fruit",15,140.782678047958,123.778656271982
2,"Fruit",15,125.970326668877,117.96184024046
3,"Fruit",15,141.478091884689,141.65521343571
4,"Fruit",15,118.562800822071,111.246874764147
5,"Fruit",15,127.348709279911,113.474695573295
6,"Fruit",15,141.578486619687,128.32411323324
7,"Fruit",15,124.28905817688,122.163455901699
8,"Fruit",15,136.122552645013,117.053104696885
9,"Fruit",15,139.107490004974,127.601021792592
10,"Fruit",15,142.618683202628,136.526179016119
1,"Veggie",5,123.778656271982,140.782678047958
2,"Veggie",5,117.96184024046,125.970326668877
3,"Veggie",5,141.65521343571,141.478091884689
4,"Veggie",5,111.246874764147,118.562800822071
5,"Veggie",5,113.474695573295,127.348709279911
6,"Veggie",5,128.32411323324,141.578486619687
7,"Veggie",5,122.163455901699,124.28905817688
8,"Veggie",5,117.053104696885,136.122552645013
9,"Veggie",5,127.601021792592,139.107490004974
10,"Veggie",5,136.526179016119,142.618683202628
