"t","condition","iv","dv","dvb"
1,"Fruit",15,132.94038783591,124.13926786312
2,"Fruit",15,139.466758189414,137.819802456138
3,"Fruit",15,133.2428581889,132.138678842433
4,"Fruit",15,141.370059088752,122.876036439261
5,"Fruit",15,125.134790917632,113.637110499817
6,"Fruit",15,147.13349468818,133.363303950244
7,"Fruit",15,130.945424970395,119.997726271755
8,"Fruit",15,150.864929761838,122.220800906984
9,"Fruit",15,141.340669917691,137.737668190787
10,"Fruit",15,142.433445780727,127.369639774112
1,"Veggie",5,124.13926786312,132.94038783591
2,"Veggie",5,137.819802456138,139.466758189414
3,"Veggie",5,132.138678842433,133.2428581889
4,"Veggie",5,122.876036439261,141.370059088752
5,"Veggie",5,113.637110499817,125.134790917632
6,"Veggie",5,133.363303950244,147.13349468818
7,"Veggie",5,119.997726271755,130.945424970395
8,"Veggie",5,122.220800906984,150.864929761838
9,"Veggie",5,137.737668190787,141.340669917691
10,"Veggie",5,127.369639774112,142.433445780727
