"t","condition","iv","dv","dvb"
1,"Fruit",15,115.279939816243,129.651559066317
2,"Fruit",15,112.687562673211,121.335237205262
3,"Fruit",15,142.488709593832,128.862885296025
4,"Fruit",15,128.49498359803,135.12302754165
5,"Fruit",15,143.295522450062,126.348325310214
6,"Fruit",15,127.169018225193,123.905634812278
7,"Fruit",15,128.793807942853,130.44063785248
8,"Fruit",15,146.501479894968,136.505610120591
9,"Fruit",15,126.671175868314,120.069412889177
10,"Fruit",15,133.441528337185,133.842912824375
1,"Veggie",5,129.651559066317,115.279939816243
2,"Veggie",5,121.335237205262,112.687562673211
3,"Veggie",5,128.862885296025,142.488709593832
4,"Veggie",5,135.12302754165,128.49498359803
5,"Veggie",5,126.348325310214,143.295522450062
6,"Veggie",5,123.905634812278,127.169018225193
7,"Veggie",5,130.44063785248,128.793807942853
8,"Veggie",5,136.505610120591,146.501479894968
9,"Veggie",5,120.069412889177,126.671175868314
10,"Veggie",5,133.842912824375,133.441528337185
