"t","condition","iv","dv","dvb"
1,"Fruit",15,175.681836808935,182.589557454797
2,"Fruit",15,189.761567506764,168.562561820312
3,"Fruit",15,181.954432784284,176.729348163395
4,"Fruit",15,196.415889117299,183.72125792411
5,"Fruit",15,196.891485419671,179.35791563102
6,"Fruit",15,199.710847581408,192.591572592784
7,"Fruit",15,190.777120457896,177.086379070635
8,"Fruit",15,175.69652566699,189.979165041403
9,"Fruit",15,192.882176339749,181.574004503664
10,"Fruit",15,194.262917952046,180.620091848185
1,"Veggie",5,182.589557454797,175.681836808935
2,"Veggie",5,168.562561820312,189.761567506764
3,"Veggie",5,176.729348163395,181.954432784284
4,"Veggie",5,183.72125792411,196.415889117299
5,"Veggie",5,179.35791563102,196.891485419671
6,"Veggie",5,192.591572592784,199.710847581408
7,"Veggie",5,177.086379070635,190.777120457896
8,"Veggie",5,189.979165041403,175.69652566699
9,"Veggie",5,181.574004503664,192.882176339749
10,"Veggie",5,180.620091848185,194.262917952046
