"t","condition","iv","dv","dvb"
1,"Fruit",15,169.423940625417,166.480102736571
2,"Fruit",15,203.356963477624,196.840893360205
3,"Fruit",15,174.027239704777,168.439539835511
4,"Fruit",15,175.217066023691,173.352400958545
5,"Fruit",15,177.993152776732,171.86568146123
6,"Fruit",15,161.572385379901,158.628547491055
7,"Fruit",15,186.891309829651,180.375239712232
8,"Fruit",15,179.632012711287,174.044312842021
9,"Fruit",15,194.748710614316,192.88404554917
10,"Fruit",15,175.016342316279,168.888871000777
1,"Veggie",5,166.480102736571,169.423940625417
2,"Veggie",5,196.840893360205,203.356963477624
3,"Veggie",5,168.439539835511,174.027239704777
4,"Veggie",5,173.352400958545,175.217066023691
5,"Veggie",5,171.86568146123,177.993152776732
6,"Veggie",5,158.628547491055,161.572385379901
7,"Veggie",5,180.375239712232,186.891309829651
8,"Veggie",5,174.044312842021,179.632012711287
9,"Veggie",5,192.88404554917,194.748710614316
10,"Veggie",5,168.888871000777,175.016342316279
