"t","condition","iv","dv","dvb"
1,"Fruit",15,144.688613938814,118.667144754428
2,"Fruit",15,148.076244243176,120.580389031233
3,"Fruit",15,153.346323795652,128.826670766496
4,"Fruit",15,132.997372068183,116.815407379224
5,"Fruit",15,133.288475491408,129.670365110562
6,"Fruit",15,147.30383932237,135.042411559688
7,"Fruit",15,141.282909433558,144.681523167754
8,"Fruit",15,122.590938024949,139.239061019072
9,"Fruit",15,125.860095621916,115.890204874536
10,"Fruit",15,140.939054392472,129.047095582544
1,"Veggie",5,118.667144754428,144.688613938814
2,"Veggie",5,120.580389031233,148.076244243176
3,"Veggie",5,128.826670766496,153.346323795652
4,"Veggie",5,116.815407379224,132.997372068183
5,"Veggie",5,129.670365110562,133.288475491408
6,"Veggie",5,135.042411559688,147.30383932237
7,"Veggie",5,144.681523167754,141.282909433558
8,"Veggie",5,139.239061019072,122.590938024949
9,"Veggie",5,115.890204874536,125.860095621916
10,"Veggie",5,129.047095582544,140.939054392472
