"t","condition","iv","dv","dvb"
1,"Fruit",15,120.989538551025,121.289691095834
2,"Fruit",15,132.002034032961,122.616054976255
3,"Fruit",15,144.564761106075,130.650690810723
4,"Fruit",15,150.526337338792,132.813045288655
5,"Fruit",15,150.118551838986,148.23108716342
6,"Fruit",15,139.317605746014,128.191000232174
7,"Fruit",15,140.578894552752,124.442849439276
8,"Fruit",15,124.205347584817,113.531492511289
9,"Fruit",15,137.179154652198,124.02239896333
10,"Fruit",15,126.538569680663,117.903407674738
1,"Veggie",5,121.289691095834,120.989538551025
2,"Veggie",5,122.616054976255,132.002034032961
3,"Veggie",5,130.650690810723,144.564761106075
4,"Veggie",5,132.813045288655,150.526337338792
5,"Veggie",5,148.23108716342,150.118551838986
6,"Veggie",5,128.191000232174,139.317605746014
7,"Veggie",5,124.442849439276,140.578894552752
8,"Veggie",5,113.531492511289,124.205347584817
9,"Veggie",5,124.02239896333,137.179154652198
10,"Veggie",5,117.903407674738,126.538569680663
