"t","condition","iv","wdv","wdvb"
1,"Fruit",15,132.585731294937,123.784611322148
2,"Fruit",15,140.220735850231,138.573780116955
3,"Fruit",15,132.289148563745,131.184969217278
4,"Fruit",15,138.975498212933,120.481475563443
5,"Fruit",15,117.52995762653,106.032277208716
6,"Fruit",15,150.608063664776,136.83787292684
7,"Fruit",15,124.937283210949,113.989584512308
8,"Fruit",15,152.360729788115,123.716600933261
9,"Fruit",15,150.161208256969,146.558206530064
10,"Fruit",15,145.204462870254,130.140656863639
1,"Veggie",5,123.784611322148,132.585731294937
2,"Veggie",5,138.573780116955,140.220735850231
3,"Veggie",5,131.184969217278,132.289148563745
4,"Veggie",5,120.481475563443,138.975498212933
5,"Veggie",5,106.032277208716,117.52995762653
6,"Veggie",5,136.83787292684,150.608063664776
7,"Veggie",5,113.989584512308,124.937283210949
8,"Veggie",5,123.716600933261,152.360729788115
9,"Veggie",5,146.558206530064,150.161208256969
10,"Veggie",5,130.140656863639,145.204462870254
