"t","condition","iv","dv","dvb"
1,"Fruit",15,146.563863450139,130.762407030388
2,"Fruit",15,137.262857993478,142.657323605194
3,"Fruit",15,128.641957744731,106.970105912065
4,"Fruit",15,142.945021415861,134.203063981918
5,"Fruit",15,135.30664718728,109.115225950768
6,"Fruit",15,123.053041907992,142.178176512045
7,"Fruit",15,153.63633733344,119.396931989006
8,"Fruit",15,134.141733242294,122.447435396713
9,"Fruit",15,128.077132261116,126.915862983182
10,"Fruit",15,131.392397184289,135.655723754509
1,"Veggie",5,130.762407030388,146.563863450139
2,"Veggie",5,142.657323605194,137.262857993478
3,"Veggie",5,106.970105912065,128.641957744731
4,"Veggie",5,134.203063981918,142.945021415861
5,"Veggie",5,109.115225950768,135.30664718728
6,"Veggie",5,142.178176512045,123.053041907992
7,"Veggie",5,119.396931989006,153.63633733344
8,"Veggie",5,122.447435396713,134.141733242294
9,"Veggie",5,126.915862983182,128.077132261116
10,"Veggie",5,135.655723754509,131.392397184289
