"t","condition","iv","dv","dvb"
1,"Fruit",15,158.260893393946,140.975068591914
2,"Fruit",15,132.680513021628,119.93693360969
3,"Fruit",15,128.475049991241,116.850767953319
4,"Fruit",15,150.480583168524,128.629448641636
5,"Fruit",15,150.654635552199,141.772826542655
6,"Fruit",15,140.578169722342,119.371784007123
7,"Fruit",15,139.294779362687,128.312324724045
8,"Fruit",15,153.235319502736,138.754753017135
9,"Fruit",15,136.326383981286,122.310524241684
10,"Fruit",15,135.119306458908,125.51581385324
1,"Veggie",5,140.975068591914,158.260893393946
2,"Veggie",5,119.93693360969,132.680513021628
3,"Veggie",5,116.850767953319,128.475049991241
4,"Veggie",5,128.629448641636,150.480583168524
5,"Veggie",5,141.772826542655,150.654635552199
6,"Veggie",5,119.371784007123,140.578169722342
7,"Veggie",5,128.312324724045,139.294779362687
8,"Veggie",5,138.754753017135,153.235319502736
9,"Veggie",5,122.310524241684,136.326383981286
10,"Veggie",5,125.51581385324,135.119306458908
