"t","condition","iv","wdv","wdvb"
1,"Fruit",15,158.733195573693,151.716224619682
2,"Fruit",15,133.611596072649,113.70124680225
3,"Fruit",15,133.650770723366,129.13188959312
4,"Fruit",15,148.946852845803,132.042773071668
5,"Fruit",15,141.875747829563,143.170611118416
6,"Fruit",15,133.085573748016,117.576568243337
7,"Fruit",15,106.429741817882,92.5000632157739
8,"Fruit",15,141.336602858671,119.924043330984
9,"Fruit",15,150.489900304042,134.863338021447
10,"Fruit",15,149.851184378064,134.416246336961
1,"Veggie",5,151.716224619682,158.733195573693
2,"Veggie",5,113.70124680225,133.611596072649
3,"Veggie",5,129.13188959312,133.650770723366
4,"Veggie",5,132.042773071668,148.946852845803
5,"Veggie",5,143.170611118416,141.875747829563
6,"Veggie",5,117.576568243337,133.085573748016
7,"Veggie",5,92.5000632157739,106.429741817882
8,"Veggie",5,119.924043330984,141.336602858671
9,"Veggie",5,134.863338021447,150.489900304042
10,"Veggie",5,134.416246336961,149.851184378064
