"t","condition","iv","dv","dvb"
1,"Fruit",15,135.056260090586,134.256457490241
2,"Fruit",15,148.853147178876,130.662814716475
3,"Fruit",15,148.3524948713,115.254366091319
4,"Fruit",15,152.422344191378,147.110598628321
5,"Fruit",15,147.523037936499,124.298496874776
6,"Fruit",15,135.722648010076,133.771118601654
7,"Fruit",15,136.392717801086,125.159925540796
8,"Fruit",15,131.554918416356,123.28325057255
9,"Fruit",15,128.386191294398,131.366883797723
10,"Fruit",15,142.492436697427,117.68095923531
1,"Veggie",5,134.256457490241,135.056260090586
2,"Veggie",5,130.662814716475,148.853147178876
3,"Veggie",5,115.254366091319,148.3524948713
4,"Veggie",5,147.110598628321,152.422344191378
5,"Veggie",5,124.298496874776,147.523037936499
6,"Veggie",5,133.771118601654,135.722648010076
7,"Veggie",5,125.159925540796,136.392717801086
8,"Veggie",5,123.28325057255,131.554918416356
9,"Veggie",5,131.366883797723,128.386191294398
10,"Veggie",5,117.68095923531,142.492436697427
