"t","condition","iv","dv","dvb"
1,"Fruit",15,128.613733869796,123.900955292958
2,"Fruit",15,139.916621935571,124.764777116714
3,"Fruit",15,130.861670075753,116.444596822309
4,"Fruit",15,145.987721319492,123.397610391676
5,"Fruit",15,146.682304422708,123.702355245099
6,"Fruit",15,133.5998197076,118.243258291389
7,"Fruit",15,152.586243950955,131.460621689127
8,"Fruit",15,141.549981850935,122.904985702423
9,"Fruit",15,124.211076088575,111.344431970356
10,"Fruit",15,137.117434333723,123.266398457465
1,"Veggie",5,123.900955292958,128.613733869796
2,"Veggie",5,124.764777116714,139.916621935571
3,"Veggie",5,116.444596822309,130.861670075753
4,"Veggie",5,123.397610391676,145.987721319492
5,"Veggie",5,123.702355245099,146.682304422708
6,"Veggie",5,118.243258291389,133.5998197076
7,"Veggie",5,131.460621689127,152.586243950955
8,"Veggie",5,122.904985702423,141.549981850935
9,"Veggie",5,111.344431970356,124.211076088575
10,"Veggie",5,123.266398457465,137.117434333723
