"t","condition","iv","dv","dvb"
1,"Fruit",15,161.355380309792,129.966645497685
2,"Fruit",15,153.55558528706,136.522314694188
3,"Fruit",15,117.436864025045,126.891945741584
4,"Fruit",15,133.395798602533,126.792604327961
5,"Fruit",15,127.145250492472,118.673948317307
6,"Fruit",15,151.427539405611,103.876692417664
7,"Fruit",15,125.527093309875,106.210213984561
8,"Fruit",15,143.809793481248,122.967025617566
9,"Fruit",15,131.514675131474,124.923121963129
10,"Fruit",15,126.558163547404,138.992969658826
1,"Veggie",5,129.966645497685,161.355380309792
2,"Veggie",5,136.522314694188,153.55558528706
3,"Veggie",5,126.891945741584,117.436864025045
4,"Veggie",5,126.792604327961,133.395798602533
5,"Veggie",5,118.673948317307,127.145250492472
6,"Veggie",5,103.876692417664,151.427539405611
7,"Veggie",5,106.210213984561,125.527093309875
8,"Veggie",5,122.967025617566,143.809793481248
9,"Veggie",5,124.923121963129,131.514675131474
10,"Veggie",5,138.992969658826,126.558163547404
