"t","condition","iv","dv","dvb"
1,"Fruit",15,145.813277255889,136.135012601578
2,"Fruit",15,137.676025016992,114.280059345151
3,"Fruit",15,138.712622022346,119.875683389202
4,"Fruit",15,146.997932560374,141.452715452372
5,"Fruit",15,131.753063838692,121.428590801486
6,"Fruit",15,112.77693520093,111.028915970488
7,"Fruit",15,129.355079236791,128.870951402439
8,"Fruit",15,141.018619931673,123.806320371775
9,"Fruit",15,146.507852155007,126.357004818562
10,"Fruit",15,158.73240256414,149.583241703739
1,"Veggie",5,136.135012601578,145.813277255889
2,"Veggie",5,114.280059345151,137.676025016992
3,"Veggie",5,119.875683389202,138.712622022346
4,"Veggie",5,141.452715452372,146.997932560374
5,"Veggie",5,121.428590801486,131.753063838692
6,"Veggie",5,111.028915970488,112.77693520093
7,"Veggie",5,128.870951402439,129.355079236791
8,"Veggie",5,123.806320371775,141.018619931673
9,"Veggie",5,126.357004818562,146.507852155007
10,"Veggie",5,149.583241703739,158.73240256414
