"t","condition","iv","dv","dvb"
1,"Fruit",15,141.946730239455,117.200394957952
2,"Fruit",15,123.59212410759,124.912013369728
3,"Fruit",15,132.567225049758,118.22874053556
4,"Fruit",15,125.407640438973,121.651400040526
5,"Fruit",15,141.283030023449,142.978307722342
6,"Fruit",15,139.477557189715,116.083367889852
7,"Fruit",15,113.3864759326,122.001936259509
8,"Fruit",15,142.497065503326,114.005793967978
9,"Fruit",15,134.178164757942,134.939447200048
10,"Fruit",15,128.601589664679,135.768843472264
1,"Veggie",5,117.200394957952,141.946730239455
2,"Veggie",5,124.912013369728,123.59212410759
3,"Veggie",5,118.22874053556,132.567225049758
4,"Veggie",5,121.651400040526,125.407640438973
5,"Veggie",5,142.978307722342,141.283030023449
6,"Veggie",5,116.083367889852,139.477557189715
7,"Veggie",5,122.001936259509,113.3864759326
8,"Veggie",5,114.005793967978,142.497065503326
9,"Veggie",5,134.939447200048,134.178164757942
10,"Veggie",5,135.768843472264,128.601589664679
