"t","condition","iv","dv","dvb"
1,"Fruit",15,145.023882672309,140.992984153613
2,"Fruit",15,129.468034716637,126.294242227991
3,"Fruit",15,147.693111850358,131.46050463388
4,"Fruit",15,146.956907191554,123.555879864837
5,"Fruit",15,121.586547466791,112.455993715907
6,"Fruit",15,131.24338137083,114.512404160098
7,"Fruit",15,148.91578308044,139.723849820258
8,"Fruit",15,127.744269297182,116.283308753765
9,"Fruit",15,140.8897429692,128.563430747178
10,"Fruit",15,130.312262205018,126.503199603678
1,"Veggie",5,140.992984153613,145.023882672309
2,"Veggie",5,126.294242227991,129.468034716637
3,"Veggie",5,131.46050463388,147.693111850358
4,"Veggie",5,123.555879864837,146.956907191554
5,"Veggie",5,112.455993715907,121.586547466791
6,"Veggie",5,114.512404160098,131.24338137083
7,"Veggie",5,139.723849820258,148.91578308044
8,"Veggie",5,116.283308753765,127.744269297182
9,"Veggie",5,128.563430747178,140.8897429692
10,"Veggie",5,126.503199603678,130.312262205018
