"t","condition","iv","dv","dvb"
1,"Fruit",15,145.33998002306,104.259675398453
2,"Fruit",15,139.293309082233,113.825788350823
3,"Fruit",15,137.363433566335,128.901058024336
4,"Fruit",15,130.431758330173,125.059180472629
5,"Fruit",15,119.47830046699,119.27121219337
6,"Fruit",15,119.777510788831,133.143099000639
7,"Fruit",15,163.252998329149,120.727514304272
8,"Fruit",15,149.11296809329,149.718062127206
9,"Fruit",15,135.002409593617,113.366362926644
10,"Fruit",15,136.881419419389,121.379381147808
1,"Veggie",5,104.259675398453,145.33998002306
2,"Veggie",5,113.825788350823,139.293309082233
3,"Veggie",5,128.901058024336,137.363433566335
4,"Veggie",5,125.059180472629,130.431758330173
5,"Veggie",5,119.27121219337,119.47830046699
6,"Veggie",5,133.143099000639,119.777510788831
7,"Veggie",5,120.727514304272,163.252998329149
8,"Veggie",5,149.718062127206,149.11296809329
9,"Veggie",5,113.366362926644,135.002409593617
10,"Veggie",5,121.379381147808,136.881419419389
