"t","condition","iv","wdv","wdvb"
1,"Fruit",15,122.162245503401,128.706998511457
2,"Fruit",15,152.529068875032,132.344573378684
3,"Fruit",15,120.679644029068,117.246409582377
4,"Fruit",15,138.821756003922,131.746613062834
5,"Fruit",15,102.547613892392,84.5418408993584
6,"Fruit",15,132.503583185627,119.830145311513
7,"Fruit",15,120.406655612259,127.834406119639
8,"Fruit",15,144.934437883381,139.426611001578
9,"Fruit",15,162.261231439095,128.080651046591
10,"Fruit",15,163.950598949435,150.143378214137
1,"Veggie",5,128.706998511457,122.162245503401
2,"Veggie",5,132.344573378684,152.529068875032
3,"Veggie",5,117.246409582377,120.679644029068
4,"Veggie",5,131.746613062834,138.821756003922
5,"Veggie",5,84.5418408993584,102.547613892392
6,"Veggie",5,119.830145311513,132.503583185627
7,"Veggie",5,127.834406119639,120.406655612259
8,"Veggie",5,139.426611001578,144.934437883381
9,"Veggie",5,128.080651046591,162.261231439095
10,"Veggie",5,150.143378214137,163.950598949435
