"t","condition","iv","dv","dvb"
1,"Fruit",15,135.173015916823,119.90200276569
2,"Fruit",15,123.719198205221,130.230189004011
3,"Fruit",15,143.471630470938,129.451349477323
4,"Fruit",15,135.894570375085,115.857992229361
5,"Fruit",15,136.340369824048,144.249799685217
6,"Fruit",15,138.220167443564,143.556494245017
7,"Fruit",15,147.295787623578,143.299183656586
8,"Fruit",15,142.571217613448,127.525748178784
9,"Fruit",15,125.891496560618,119.263699678916
10,"Fruit",15,161.181168790007,118.303540073
1,"Veggie",5,119.90200276569,135.173015916823
2,"Veggie",5,130.230189004011,123.719198205221
3,"Veggie",5,129.451349477323,143.471630470938
4,"Veggie",5,115.857992229361,135.894570375085
5,"Veggie",5,144.249799685217,136.340369824048
6,"Veggie",5,143.556494245017,138.220167443564
7,"Veggie",5,143.299183656586,147.295787623578
8,"Veggie",5,127.525748178784,142.571217613448
9,"Veggie",5,119.263699678916,125.891496560618
10,"Veggie",5,118.303540073,161.181168790007
