"t","condition","iv","dv","dvb"
1,"Fruit",15,131.548249263018,125.633773154064
2,"Fruit",15,137.705047459854,128.433775059453
3,"Fruit",15,145.817816384514,145.313237058342
4,"Fruit",15,139.531921574045,117.22795383777
5,"Fruit",15,130.539874577351,118.616397337283
6,"Fruit",15,144.269185385757,136.987804330769
7,"Fruit",15,153.501304002734,128.764774240296
8,"Fruit",15,140.640953187464,134.327564524274
9,"Fruit",15,156.184229189088,134.760851270544
10,"Fruit",15,124.627161391993,114.339884579773
1,"Veggie",5,125.633773154064,131.548249263018
2,"Veggie",5,128.433775059453,137.705047459854
3,"Veggie",5,145.313237058342,145.817816384514
4,"Veggie",5,117.22795383777,139.531921574045
5,"Veggie",5,118.616397337283,130.539874577351
6,"Veggie",5,136.987804330769,144.269185385757
7,"Veggie",5,128.764774240296,153.501304002734
8,"Veggie",5,134.327564524274,140.640953187464
9,"Veggie",5,134.760851270544,156.184229189088
10,"Veggie",5,114.339884579773,124.627161391993
