"t","condition","iv","dv","dvb"
1,"Fruit",15,137.262857993478,134.203063981918
2,"Fruit",15,128.641957744731,130.762407030388
3,"Fruit",15,128.077132261116,122.447435396713
4,"Fruit",15,146.563863450139,142.657323605194
5,"Fruit",15,123.053041907992,106.970105912065
6,"Fruit",15,134.141733242294,119.396931989006
7,"Fruit",15,153.63633733344,142.178176512045
8,"Fruit",15,135.30664718728,126.915862983182
9,"Fruit",15,142.945021415861,135.655723754509
10,"Fruit",15,131.392397184289,109.115225950768
1,"Veggie",5,134.203063981918,137.262857993478
2,"Veggie",5,130.762407030388,128.641957744731
3,"Veggie",5,122.447435396713,128.077132261116
4,"Veggie",5,142.657323605194,146.563863450139
5,"Veggie",5,106.970105912065,123.053041907992
6,"Veggie",5,119.396931989006,134.141733242294
7,"Veggie",5,142.178176512045,153.63633733344
8,"Veggie",5,126.915862983182,135.30664718728
9,"Veggie",5,135.655723754509,142.945021415861
10,"Veggie",5,109.115225950768,131.392397184289
