"t","condition","iv","dv","dvb"
1,"Fruit",15,116.06112671205,141.468694936222
2,"Fruit",15,136.783842746067,110.95960241085
3,"Fruit",15,148.016124677657,124.726948622725
4,"Fruit",15,131.33106904729,112.303823461014
5,"Fruit",15,131.426365529551,111.737633703732
6,"Fruit",15,132.197557806564,141.664712577058
7,"Fruit",15,120.708610249208,126.630277492762
8,"Fruit",15,153.090939306526,123.665087322243
9,"Fruit",15,137.651910213861,115.045028542451
10,"Fruit",15,148.116612324672,143.206110304581
1,"Veggie",5,141.468694936222,116.06112671205
2,"Veggie",5,110.95960241085,136.783842746067
3,"Veggie",5,124.726948622725,148.016124677657
4,"Veggie",5,112.303823461014,131.33106904729
5,"Veggie",5,111.737633703732,131.426365529551
6,"Veggie",5,141.664712577058,132.197557806564
7,"Veggie",5,126.630277492762,120.708610249208
8,"Veggie",5,123.665087322243,153.090939306526
9,"Veggie",5,115.045028542451,137.651910213861
10,"Veggie",5,143.206110304581,148.116612324672
