"t","condition","iv","dv","dvb"
1,"Fruit",15,124.469048083549,131.013801091606
2,"Fruit",15,145.105713465037,124.92121796869
3,"Fruit",15,121.242249156509,117.809014709818
4,"Fruit",15,134.346947240056,127.271804298969
5,"Fruit",15,124.379076224788,106.373303231754
6,"Fruit",15,137.398127369043,124.724689494928
7,"Fruit",15,124.592756081666,132.020506589046
8,"Fruit",15,139.690358221217,134.182531339415
9,"Fruit",15,155.126122532635,120.945542140131
10,"Fruit",15,154.446436999111,140.639216263813
1,"Veggie",5,131.013801091606,124.469048083549
2,"Veggie",5,124.92121796869,145.105713465037
3,"Veggie",5,117.809014709818,121.242249156509
4,"Veggie",5,127.271804298969,134.346947240056
5,"Veggie",5,106.373303231754,124.379076224788
6,"Veggie",5,124.724689494928,137.398127369043
7,"Veggie",5,132.020506589046,124.592756081666
8,"Veggie",5,134.182531339415,139.690358221217
9,"Veggie",5,120.945542140131,155.126122532635
10,"Veggie",5,140.639216263813,154.446436999111
