"t","condition","iv","dv","dvb"
1,"Fruit",15,142.300857153126,135.377131036808
2,"Fruit",15,121.723949088402,116.99085075591
3,"Fruit",15,132.05521076772,119.046285902465
4,"Fruit",15,140.297854433346,141.962165482177
5,"Fruit",15,132.21976859517,129.816416865046
6,"Fruit",15,142.928743815811,118.284105400881
7,"Fruit",15,120.122138708737,114.725824595747
8,"Fruit",15,132.812588415311,110.584034932507
9,"Fruit",15,136.515689513343,131.096079547499
10,"Fruit",15,161.363062464335,148.590444008113
1,"Veggie",5,135.377131036808,142.300857153126
2,"Veggie",5,116.99085075591,121.723949088402
3,"Veggie",5,119.046285902465,132.05521076772
4,"Veggie",5,141.962165482177,140.297854433346
5,"Veggie",5,129.816416865046,132.21976859517
6,"Veggie",5,118.284105400881,142.928743815811
7,"Veggie",5,114.725824595747,120.122138708737
8,"Veggie",5,110.584034932507,132.812588415311
9,"Veggie",5,131.096079547499,136.515689513343
10,"Veggie",5,148.590444008113,161.363062464335
