"t","condition","iv","dv","dvb"
1,"Fruit",15,126.929350225831,130.582846758952
2,"Fruit",15,134.381927107178,126.95218039137
3,"Fruit",15,129.399969616674,130.088707846541
4,"Fruit",15,145.692001531388,136.187065757307
5,"Fruit",15,120.262763970969,130.389963462379
6,"Fruit",15,128.738001995762,129.871977272668
7,"Fruit",15,143.46943270341,136.360117036797
8,"Fruit",15,142.024256785098,138.340759356494
9,"Fruit",15,148.604243339894,139.145789316297
10,"Fruit",15,145.672852993918,135.813203022093
1,"Veggie",5,130.582846758952,126.929350225831
2,"Veggie",5,126.95218039137,134.381927107178
3,"Veggie",5,130.088707846541,129.399969616674
4,"Veggie",5,136.187065757307,145.692001531388
5,"Veggie",5,130.389963462379,120.262763970969
6,"Veggie",5,129.871977272668,128.738001995762
7,"Veggie",5,136.360117036797,143.46943270341
8,"Veggie",5,138.340759356494,142.024256785098
9,"Veggie",5,139.145789316297,148.604243339894
10,"Veggie",5,135.813203022093,145.672852993918
