"t","condition","iv","dv","dvb"
1,"Fruit",15,121.978702743908,114.353818879883
2,"Fruit",15,131.448847625741,130.792527229541
3,"Fruit",15,132.186761508511,109.947857598298
4,"Fruit",15,134.356649681629,120.992778987789
5,"Fruit",15,146.396718524375,130.534177223022
6,"Fruit",15,138.313557650116,116.65822928391
7,"Fruit",15,140.986626219821,137.723369797625
8,"Fruit",15,139.348482470954,129.624293479399
9,"Fruit",15,129.679096142315,120.158955456481
10,"Fruit",15,131.533722183595,113.423519019907
1,"Veggie",5,114.353818879883,121.978702743908
2,"Veggie",5,130.792527229541,131.448847625741
3,"Veggie",5,109.947857598298,132.186761508511
4,"Veggie",5,120.992778987789,134.356649681629
5,"Veggie",5,130.534177223022,146.396718524375
6,"Veggie",5,116.65822928391,138.313557650116
7,"Veggie",5,137.723369797625,140.986626219821
8,"Veggie",5,129.624293479399,139.348482470954
9,"Veggie",5,120.158955456481,129.679096142315
10,"Veggie",5,113.423519019907,131.533722183595
