"t","condition","iv","dv","dvb"
1,"Fruit",15,147.428978317978,137.779669385662
2,"Fruit",15,157.120779646341,127.794103354981
3,"Fruit",15,155.772578495771,130.333078170388
4,"Fruit",15,133.49072874313,139.147987774888
5,"Fruit",15,149.234648726553,143.058652842332
6,"Fruit",15,136.119066795213,132.485121938832
7,"Fruit",15,157.901630960084,121.785110082757
8,"Fruit",15,125.324656262131,122.464015790631
9,"Fruit",15,140.456151265311,143.213490905097
10,"Fruit",15,132.421056120215,120.177239493013
1,"Veggie",5,137.779669385662,147.428978317978
2,"Veggie",5,127.794103354981,157.120779646341
3,"Veggie",5,130.333078170388,155.772578495771
4,"Veggie",5,139.147987774888,133.49072874313
5,"Veggie",5,143.058652842332,149.234648726553
6,"Veggie",5,132.485121938832,136.119066795213
7,"Veggie",5,121.785110082757,157.901630960084
8,"Veggie",5,122.464015790631,125.324656262131
9,"Veggie",5,143.213490905097,140.456151265311
10,"Veggie",5,120.177239493013,132.421056120215
