"t","condition","iv","dv","dvb"
1,"Fruit",15,157.309082735787,147.190376087667
2,"Fruit",15,167.551483258205,146.801995188945
3,"Fruit",15,126.685743070578,123.005824787059
4,"Fruit",15,131.678548421707,115.96674379468
5,"Fruit",15,132.222458304618,120.575146447687
6,"Fruit",15,138.35016587449,127.651481238468
7,"Fruit",15,132.31414123961,119.955846924485
8,"Fruit",15,140.493782862714,144.199462950684
9,"Fruit",15,117.728838212678,118.273674963383
10,"Fruit",15,124.327140245673,127.646908792021
1,"Veggie",5,147.190376087667,157.309082735787
2,"Veggie",5,146.801995188945,167.551483258205
3,"Veggie",5,123.005824787059,126.685743070578
4,"Veggie",5,115.96674379468,131.678548421707
5,"Veggie",5,120.575146447687,132.222458304618
6,"Veggie",5,127.651481238468,138.35016587449
7,"Veggie",5,119.955846924485,132.31414123961
8,"Veggie",5,144.199462950684,140.493782862714
9,"Veggie",5,118.273674963383,117.728838212678
10,"Veggie",5,127.646908792021,124.327140245673
