"t","condition","iv","dv","dvb"
1,"Fruit",15,124.983922588031,111.349060596615
2,"Fruit",15,143.384911763009,133.050714387647
3,"Fruit",15,142.198502714902,127.650013170774
4,"Fruit",15,140.00232563612,133.48014858639
5,"Fruit",15,153.347656125732,131.242238200871
6,"Fruit",15,146.606667163202,131.635969546093
7,"Fruit",15,148.432111014386,130.773875617762
8,"Fruit",15,132.228245258429,118.88989205186
9,"Fruit",15,133.006750990742,119.928058422859
10,"Fruit",15,125.126439723302,120.184657403137
1,"Veggie",5,111.349060596615,124.983922588031
2,"Veggie",5,133.050714387647,143.384911763009
3,"Veggie",5,127.650013170774,142.198502714902
4,"Veggie",5,133.48014858639,140.00232563612
5,"Veggie",5,131.242238200871,153.347656125732
6,"Veggie",5,131.635969546093,146.606667163202
7,"Veggie",5,130.773875617762,148.432111014386
8,"Veggie",5,118.88989205186,132.228245258429
9,"Veggie",5,119.928058422859,133.006750990742
10,"Veggie",5,120.184657403137,125.126439723302
