"t","condition","iv","dv","dvb"
1,"Fruit",15,143.433278137933,139.117949213488
2,"Fruit",15,121.17430111622,112.472791539949
3,"Fruit",15,131.045688426455,124.498480764113
4,"Fruit",15,151.608380587875,135.140983229164
5,"Fruit",15,147.522412152318,132.844786611975
6,"Fruit",15,141.48412300948,138.905501243631
7,"Fruit",15,146.002416924139,132.618327869275
8,"Fruit",15,127.435432556283,121.859726249924
9,"Fruit",15,127.524901508923,127.188997106134
10,"Fruit",15,147.882172523592,138.024804700755
1,"Veggie",5,139.117949213488,143.433278137933
2,"Veggie",5,112.472791539949,121.17430111622
3,"Veggie",5,124.498480764113,131.045688426455
4,"Veggie",5,135.140983229164,151.608380587875
5,"Veggie",5,132.844786611975,147.522412152318
6,"Veggie",5,138.905501243631,141.48412300948
7,"Veggie",5,132.618327869275,146.002416924139
8,"Veggie",5,121.859726249924,127.435432556283
9,"Veggie",5,127.188997106134,127.524901508923
10,"Veggie",5,138.024804700755,147.882172523592
