"t","condition","iv","dv","dvb"
1,"Fruit",15,139.15042961898,121.050954468331
2,"Fruit",15,145.048572620516,140.86395744507
3,"Fruit",15,122.904823639863,117.934222845135
4,"Fruit",15,156.955919113373,147.797726472006
5,"Fruit",15,166.681913353236,145.394175475145
6,"Fruit",15,127.96838338283,115.730726861323
7,"Fruit",15,138.729609953899,136.314662159193
8,"Fruit",15,133.243556604036,132.854264878824
9,"Fruit",15,140.331274712482,129.321113394367
10,"Fruit",15,131.774404832848,125.47333222193
1,"Veggie",5,121.050954468331,139.15042961898
2,"Veggie",5,140.86395744507,145.048572620516
3,"Veggie",5,117.934222845135,122.904823639863
4,"Veggie",5,147.797726472006,156.955919113373
5,"Veggie",5,145.394175475145,166.681913353236
6,"Veggie",5,115.730726861323,127.96838338283
7,"Veggie",5,136.314662159193,138.729609953899
8,"Veggie",5,132.854264878824,133.243556604036
9,"Veggie",5,129.321113394367,140.331274712482
10,"Veggie",5,125.47333222193,131.774404832848
