"t","condition","iv","wdv","wdvb"
1,"Fruit",15,122.892184507832,111.490989801105
2,"Fruit",15,149.65768291936,132.072630785763
3,"Fruit",15,116.792654575908,111.429271003879
4,"Fruit",15,121.631674861538,117.875434463091
5,"Fruit",15,144.478776534183,154.889859206767
6,"Fruit",15,135.400268418306,117.305471550216
7,"Fruit",15,141.773062581658,122.491968817718
8,"Fruit",15,94.318010060218,94.9373280955956
9,"Fruit",15,149.801203205561,145.263093215894
10,"Fruit",15,146.19208524292,140.01419847573
1,"Veggie",5,111.490989801105,122.892184507832
2,"Veggie",5,132.072630785763,149.65768291936
3,"Veggie",5,111.429271003879,116.792654575908
4,"Veggie",5,117.875434463091,121.631674861538
5,"Veggie",5,154.889859206767,144.478776534183
6,"Veggie",5,117.305471550216,135.400268418306
7,"Veggie",5,122.491968817718,141.773062581658
8,"Veggie",5,94.9373280955956,94.318010060218
9,"Veggie",5,145.263093215894,149.801203205561
10,"Veggie",5,140.01419847573,146.19208524292
