"t","condition","iv","dv","dvb"
1,"Fruit",15,120.989538551025,122.616054976255
2,"Fruit",15,132.002034032961,121.289691095834
3,"Fruit",15,144.564761106075,132.813045288655
4,"Fruit",15,150.526337338792,148.23108716342
5,"Fruit",15,150.118551838986,130.650690810723
6,"Fruit",15,139.317605746014,117.903407674738
7,"Fruit",15,140.578894552752,128.191000232174
8,"Fruit",15,124.205347584817,113.531492511289
9,"Fruit",15,137.179154652198,124.442849439276
10,"Fruit",15,126.538569680663,124.02239896333
1,"Veggie",5,122.616054976255,120.989538551025
2,"Veggie",5,121.289691095834,132.002034032961
3,"Veggie",5,132.813045288655,144.564761106075
4,"Veggie",5,148.23108716342,150.526337338792
5,"Veggie",5,130.650690810723,150.118551838986
6,"Veggie",5,117.903407674738,139.317605746014
7,"Veggie",5,128.191000232174,140.578894552752
8,"Veggie",5,113.531492511289,124.205347584817
9,"Veggie",5,124.442849439276,137.179154652198
10,"Veggie",5,124.02239896333,126.538569680663
