"t","condition","iv","dv","dvb"
1,"Fruit",15,142.937802226095,130.774546838964
2,"Fruit",15,127.149807375071,125.285312581209
3,"Fruit",15,138.045520305712,121.363696228424
4,"Fruit",15,141.689898171189,116.694701505109
5,"Fruit",15,140.959976895772,121.985340998787
6,"Fruit",15,140.070610223285,119.667387670868
7,"Fruit",15,126.000257946789,110.55939896396
8,"Fruit",15,137.685827664445,125.282136480118
9,"Fruit",15,135.930807076911,143.009127383794
10,"Fruit",15,130.978862706549,119.286219000098
1,"Veggie",5,130.774546838964,142.937802226095
2,"Veggie",5,125.285312581209,127.149807375071
3,"Veggie",5,121.363696228424,138.045520305712
4,"Veggie",5,116.694701505109,141.689898171189
5,"Veggie",5,121.985340998787,140.959976895772
6,"Veggie",5,119.667387670868,140.070610223285
7,"Veggie",5,110.55939896396,126.000257946789
8,"Veggie",5,125.282136480118,137.685827664445
9,"Veggie",5,143.009127383794,135.930807076911
10,"Veggie",5,119.286219000098,130.978862706549
