"t","condition","iv","dv","dvb"
1,"Fruit",15,134.415918065427,121.928788548961
2,"Fruit",15,131.564400630865,114.915839508477
3,"Fruit",15,140.904501717067,125.980604106388
4,"Fruit",15,136.805616295079,116.649711465103
5,"Fruit",15,128.829849552756,124.839777628908
6,"Fruit",15,149.395511776992,139.632320243927
7,"Fruit",15,145.758171017177,133.697386635217
8,"Fruit",15,132.698453066384,123.948005145786
9,"Fruit",15,123.687404071913,107.355900775168
10,"Fruit",15,133.260358011161,124.780418103427
1,"Veggie",5,121.928788548961,134.415918065427
2,"Veggie",5,114.915839508477,131.564400630865
3,"Veggie",5,125.980604106388,140.904501717067
4,"Veggie",5,116.649711465103,136.805616295079
5,"Veggie",5,124.839777628908,128.829849552756
6,"Veggie",5,139.632320243927,149.395511776992
7,"Veggie",5,133.697386635217,145.758171017177
8,"Veggie",5,123.948005145786,132.698453066384
9,"Veggie",5,107.355900775168,123.687404071913
10,"Veggie",5,124.780418103427,133.260358011161
