"t","condition","iv","dv","dvb"
1,"Fruit",15,119.777510788831,104.259675398453
2,"Fruit",15,149.11296809329,133.143099000639
3,"Fruit",15,145.33998002306,125.059180472629
4,"Fruit",15,130.431758330173,113.366362926644
5,"Fruit",15,135.002409593617,128.901058024336
6,"Fruit",15,136.881419419389,121.379381147808
7,"Fruit",15,119.47830046699,120.727514304272
8,"Fruit",15,163.252998329149,149.718062127206
9,"Fruit",15,139.293309082233,113.825788350823
10,"Fruit",15,137.363433566335,119.27121219337
1,"Veggie",5,104.259675398453,119.777510788831
2,"Veggie",5,133.143099000639,149.11296809329
3,"Veggie",5,125.059180472629,145.33998002306
4,"Veggie",5,113.366362926644,130.431758330173
5,"Veggie",5,128.901058024336,135.002409593617
6,"Veggie",5,121.379381147808,136.881419419389
7,"Veggie",5,120.727514304272,119.47830046699
8,"Veggie",5,149.718062127206,163.252998329149
9,"Veggie",5,113.825788350823,139.293309082233
10,"Veggie",5,119.27121219337,137.363433566335
