"t","condition","iv","dv","dvb"
1,"Fruit",15,133.260358011161,121.928788548961
2,"Fruit",15,140.904501717067,114.915839508477
3,"Fruit",15,128.829849552756,125.980604106388
4,"Fruit",15,131.564400630865,116.649711465103
5,"Fruit",15,132.698453066384,124.839777628908
6,"Fruit",15,149.395511776992,139.632320243927
7,"Fruit",15,136.805616295079,133.697386635217
8,"Fruit",15,123.687404071913,123.948005145786
9,"Fruit",15,145.758171017177,107.355900775168
10,"Fruit",15,134.415918065427,124.780418103427
1,"Veggie",5,121.928788548961,133.260358011161
2,"Veggie",5,114.915839508477,140.904501717067
3,"Veggie",5,125.980604106388,128.829849552756
4,"Veggie",5,116.649711465103,131.564400630865
5,"Veggie",5,124.839777628908,132.698453066384
6,"Veggie",5,139.632320243927,149.395511776992
7,"Veggie",5,133.697386635217,136.805616295079
8,"Veggie",5,123.948005145786,123.687404071913
9,"Veggie",5,107.355900775168,145.758171017177
10,"Veggie",5,124.780418103427,134.415918065427
