"t","condition","iv","dv","dvb"
1,"Fruit",15,137.398127369043,131.013801091606
2,"Fruit",15,121.242249156509,124.92121796869
3,"Fruit",15,124.379076224788,117.809014709818
4,"Fruit",15,145.105713465037,127.271804298969
5,"Fruit",15,124.469048083549,106.373303231754
6,"Fruit",15,134.346947240056,124.724689494928
7,"Fruit",15,139.690358221217,132.020506589046
8,"Fruit",15,154.446436999111,134.182531339415
9,"Fruit",15,124.592756081666,120.945542140131
10,"Fruit",15,155.126122532635,140.639216263813
1,"Veggie",5,131.013801091606,137.398127369043
2,"Veggie",5,124.92121796869,121.242249156509
3,"Veggie",5,117.809014709818,124.379076224788
4,"Veggie",5,127.271804298969,145.105713465037
5,"Veggie",5,106.373303231754,124.469048083549
6,"Veggie",5,124.724689494928,134.346947240056
7,"Veggie",5,132.020506589046,139.690358221217
8,"Veggie",5,134.182531339415,154.446436999111
9,"Veggie",5,120.945542140131,124.592756081666
10,"Veggie",5,140.639216263813,155.126122532635
