"t","condition","iv","dv","dvb"
1,"Fruit",15,128.826824566751,118.130066411039
2,"Fruit",15,123.35629794203,124.374197935735
3,"Fruit",15,116.511875347761,117.199704122201
4,"Fruit",15,135.813727633038,110.681203205827
5,"Fruit",15,123.703988514734,125.817151709455
6,"Fruit",15,123.387433657361,122.872841539226
7,"Fruit",15,155.563085126616,123.473882223904
8,"Fruit",15,121.727355118276,119.535117692837
9,"Fruit",15,135.460363182391,135.464510098997
10,"Fruit",15,126.16812357086,126.955843163207
1,"Veggie",5,118.130066411039,128.826824566751
2,"Veggie",5,124.374197935735,123.35629794203
3,"Veggie",5,117.199704122201,116.511875347761
4,"Veggie",5,110.681203205827,135.813727633038
5,"Veggie",5,125.817151709455,123.703988514734
6,"Veggie",5,122.872841539226,123.387433657361
7,"Veggie",5,123.473882223904,155.563085126616
8,"Veggie",5,119.535117692837,121.727355118276
9,"Veggie",5,135.464510098997,135.460363182391
10,"Veggie",5,126.955843163207,126.16812357086
