"t","condition","iv","dv","dvb"
1,"Fruit",15,159.2463691886,141.28109749376
2,"Fruit",15,148.822530023216,128.720171905448
3,"Fruit",15,145.365323786079,140.159265800816
4,"Fruit",15,156.861500713468,143.478937333939
5,"Fruit",15,148.770105691716,129.818145478265
6,"Fruit",15,127.710522083054,125.982685334593
7,"Fruit",15,131.306742110172,116.590127738413
8,"Fruit",15,148.691645622151,133.13149682952
9,"Fruit",15,159.455872527666,145.667500160644
10,"Fruit",15,144.093574324315,129.232102465045
1,"Veggie",5,141.28109749376,159.2463691886
2,"Veggie",5,128.720171905448,148.822530023216
3,"Veggie",5,140.159265800816,145.365323786079
4,"Veggie",5,143.478937333939,156.861500713468
5,"Veggie",5,129.818145478265,148.770105691716
6,"Veggie",5,125.982685334593,127.710522083054
7,"Veggie",5,116.590127738413,131.306742110172
8,"Veggie",5,133.13149682952,148.691645622151
9,"Veggie",5,145.667500160644,159.455872527666
10,"Veggie",5,129.232102465045,144.093574324315
