"t","condition","iv","dv","dvb"
1,"Fruit",15,128.601589664679,117.200394957952
2,"Fruit",15,139.477557189715,124.912013369728
3,"Fruit",15,123.59212410759,118.22874053556
4,"Fruit",15,125.407640438973,121.651400040526
5,"Fruit",15,141.946730239455,142.978307722342
6,"Fruit",15,132.567225049758,116.083367889852
7,"Fruit",15,134.178164757942,122.001936259509
8,"Fruit",15,113.3864759326,114.005793967978
9,"Fruit",15,141.283030023449,134.939447200048
10,"Fruit",15,142.497065503326,135.768843472264
1,"Veggie",5,117.200394957952,128.601589664679
2,"Veggie",5,124.912013369728,139.477557189715
3,"Veggie",5,118.22874053556,123.59212410759
4,"Veggie",5,121.651400040526,125.407640438973
5,"Veggie",5,142.978307722342,141.946730239455
6,"Veggie",5,116.083367889852,132.567225049758
7,"Veggie",5,122.001936259509,134.178164757942
8,"Veggie",5,114.005793967978,113.3864759326
9,"Veggie",5,134.939447200048,141.283030023449
10,"Veggie",5,135.768843472264,142.497065503326
