"t","condition","iv","dv","dvb"
1,"Fruit",15,124.860572943562,122.774299393384
2,"Fruit",15,133.717540446931,134.628207137797
3,"Fruit",15,120.644587951259,124.789176981425
4,"Fruit",15,140.691833150189,140.195779453041
5,"Fruit",15,152.581995567775,106.684568044274
6,"Fruit",15,146.718230087022,140.446501827323
7,"Fruit",15,147.458666510305,108.626301451028
8,"Fruit",15,158.104862187829,138.924070482642
9,"Fruit",15,138.208982460026,127.498529471015
10,"Fruit",15,133.620136115383,146.545976900098
1,"Veggie",5,122.774299393384,124.860572943562
2,"Veggie",5,134.628207137797,133.717540446931
3,"Veggie",5,124.789176981425,120.644587951259
4,"Veggie",5,140.195779453041,140.691833150189
5,"Veggie",5,106.684568044274,152.581995567775
6,"Veggie",5,140.446501827323,146.718230087022
7,"Veggie",5,108.626301451028,147.458666510305
8,"Veggie",5,138.924070482642,158.104862187829
9,"Veggie",5,127.498529471015,138.208982460026
10,"Veggie",5,146.545976900098,133.620136115383
