"t","condition","iv","dv","dvb"
1,"Fruit",15,136.850069493825,123.266353579297
2,"Fruit",15,150.338067182089,121.822174927789
3,"Fruit",15,130.543096913322,139.170469711975
4,"Fruit",15,144.207162387375,150.412837920537
5,"Fruit",15,151.916733737577,124.529056653634
6,"Fruit",15,136.547727182719,130.812672240893
7,"Fruit",15,151.430355253911,141.786506293392
8,"Fruit",15,163.349953636791,129.494457770775
9,"Fruit",15,127.068678611636,145.398074003141
10,"Fruit",15,131.643300994434,107.207889509088
1,"Veggie",5,123.266353579297,136.850069493825
2,"Veggie",5,121.822174927789,150.338067182089
3,"Veggie",5,139.170469711975,130.543096913322
4,"Veggie",5,150.412837920537,144.207162387375
5,"Veggie",5,124.529056653634,151.916733737577
6,"Veggie",5,130.812672240893,136.547727182719
7,"Veggie",5,141.786506293392,151.430355253911
8,"Veggie",5,129.494457770775,163.349953636791
9,"Veggie",5,145.398074003141,127.068678611636
10,"Veggie",5,107.207889509088,131.643300994434
