"t","condition","iv","dv","dvb"
1,"Fruit",15,157.309082735787,146.801995188945
2,"Fruit",15,167.551483258205,118.273674963383
3,"Fruit",15,126.685743070578,119.955846924485
4,"Fruit",15,131.678548421707,123.005824787059
5,"Fruit",15,132.222458304618,127.651481238468
6,"Fruit",15,138.35016587449,115.96674379468
7,"Fruit",15,132.31414123961,127.646908792021
8,"Fruit",15,140.493782862714,144.199462950684
9,"Fruit",15,117.728838212678,147.190376087667
10,"Fruit",15,124.327140245673,120.575146447687
1,"Veggie",5,146.801995188945,157.309082735787
2,"Veggie",5,118.273674963383,167.551483258205
3,"Veggie",5,119.955846924485,126.685743070578
4,"Veggie",5,123.005824787059,131.678548421707
5,"Veggie",5,127.651481238468,132.222458304618
6,"Veggie",5,115.96674379468,138.35016587449
7,"Veggie",5,127.646908792021,132.31414123961
8,"Veggie",5,144.199462950684,140.493782862714
9,"Veggie",5,147.190376087667,117.728838212678
10,"Veggie",5,120.575146447687,124.327140245673
