"t","condition","iv","dv","dvb"
1,"Fruit",15,114.849476375433,104.655876055449
2,"Fruit",15,143.791688258479,128.120062386909
3,"Fruit",15,133.244818942435,126.211297162108
4,"Fruit",15,138.805368342245,141.996225129466
5,"Fruit",15,128.720794733433,127.363469828056
6,"Fruit",15,151.180686455179,137.492270799167
7,"Fruit",15,140.494079732257,123.42391625796
8,"Fruit",15,139.231546109174,128.343632886694
9,"Fruit",15,137.368419275596,135.888660366606
10,"Fruit",15,157.123349382531,133.399217835158
1,"Veggie",5,104.655876055449,114.849476375433
2,"Veggie",5,128.120062386909,143.791688258479
3,"Veggie",5,126.211297162108,133.244818942435
4,"Veggie",5,141.996225129466,138.805368342245
5,"Veggie",5,127.363469828056,128.720794733433
6,"Veggie",5,137.492270799167,151.180686455179
7,"Veggie",5,123.42391625796,140.494079732257
8,"Veggie",5,128.343632886694,139.231546109174
9,"Veggie",5,135.888660366606,137.368419275596
10,"Veggie",5,133.399217835158,157.123349382531
