"t","condition","iv","dv","dvb"
1,"Fruit",15,124.469048083549,132.020506589046
2,"Fruit",15,145.105713465037,127.271804298969
3,"Fruit",15,121.242249156509,140.639216263813
4,"Fruit",15,134.346947240056,124.724689494928
5,"Fruit",15,124.379076224788,120.945542140131
6,"Fruit",15,137.398127369043,131.013801091606
7,"Fruit",15,124.592756081666,106.373303231754
8,"Fruit",15,139.690358221217,124.92121796869
9,"Fruit",15,155.126122532635,134.182531339415
10,"Fruit",15,154.446436999111,117.809014709818
1,"Veggie",5,132.020506589046,124.469048083549
2,"Veggie",5,127.271804298969,145.105713465037
3,"Veggie",5,140.639216263813,121.242249156509
4,"Veggie",5,124.724689494928,134.346947240056
5,"Veggie",5,120.945542140131,124.379076224788
6,"Veggie",5,131.013801091606,137.398127369043
7,"Veggie",5,106.373303231754,124.592756081666
8,"Veggie",5,124.92121796869,139.690358221217
9,"Veggie",5,134.182531339415,155.126122532635
10,"Veggie",5,117.809014709818,154.446436999111
