"t","condition","iv","dv","dvb"
1,"Fruit",15,124.983922588031,131.635969546093
2,"Fruit",15,143.384911763009,130.773875617762
3,"Fruit",15,153.347656125732,118.88989205186
4,"Fruit",15,148.432111014386,119.928058422859
5,"Fruit",15,133.006750990742,120.184657403137
6,"Fruit",15,142.198502714902,127.650013170774
7,"Fruit",15,132.228245258429,133.48014858639
8,"Fruit",15,125.126439723302,111.349060596615
9,"Fruit",15,140.00232563612,131.242238200871
10,"Fruit",15,146.606667163202,133.050714387647
1,"Veggie",5,131.635969546093,124.983922588031
2,"Veggie",5,130.773875617762,143.384911763009
3,"Veggie",5,118.88989205186,153.347656125732
4,"Veggie",5,119.928058422859,148.432111014386
5,"Veggie",5,120.184657403137,133.006750990742
6,"Veggie",5,127.650013170774,142.198502714902
7,"Veggie",5,133.48014858639,132.228245258429
8,"Veggie",5,111.349060596615,125.126439723302
9,"Veggie",5,131.242238200871,140.00232563612
10,"Veggie",5,133.050714387647,146.606667163202
