"t","condition","iv","dv","dvb"
1,"Fruit",15,181.178464763656,176.351072608478
2,"Fruit",15,179.041456206907,175.085323758314
3,"Fruit",15,185.740096250296,182.959921968801
4,"Fruit",15,183.6443089219,185.541795792649
5,"Fruit",15,196.719328174971,194.098669677931
6,"Fruit",15,190.289576218639,187.330304533153
7,"Fruit",15,189.505074383283,186.151882376274
8,"Fruit",15,184.452926869055,179.591873323191
9,"Fruit",15,173.386368251095,176.430684337667
10,"Fruit",15,186.137025737673,189.495816962939
1,"Veggie",5,176.351072608478,185.740096250296
2,"Veggie",5,175.085323758314,173.386368251095
3,"Veggie",5,182.959921968801,189.505074383283
4,"Veggie",5,185.541795792649,190.289576218639
5,"Veggie",5,194.098669677931,183.6443089219
6,"Veggie",5,187.330304533153,196.719328174971
7,"Veggie",5,186.151882376274,184.452926869055
8,"Veggie",5,179.591873323191,186.137025737673
9,"Veggie",5,176.430684337667,181.178464763656
10,"Veggie",5,189.495816962939,179.041456206907
