"t","condition","iv","dv","dvb"
1,"Fruit",15,149.408490860192,127.915375159103
2,"Fruit",15,131.915613076151,133.241396641847
3,"Fruit",15,155.999189661289,124.971864548082
4,"Fruit",15,143.37763481352,118.34343487097
5,"Fruit",15,139.752290096325,129.190776423841
6,"Fruit",15,137.628091360747,134.708405530589
7,"Fruit",15,155.087484137954,122.657273155066
8,"Fruit",15,137.510557128078,122.088648777186
9,"Fruit",15,157.456812239536,141.660093264034
10,"Fruit",15,135.667009664493,130.961777121401
1,"Veggie",5,127.915375159103,149.408490860192
2,"Veggie",5,133.241396641847,131.915613076151
3,"Veggie",5,124.971864548082,155.999189661289
4,"Veggie",5,118.34343487097,143.37763481352
5,"Veggie",5,129.190776423841,139.752290096325
6,"Veggie",5,134.708405530589,137.628091360747
7,"Veggie",5,122.657273155066,155.087484137954
8,"Veggie",5,122.088648777186,137.510557128078
9,"Veggie",5,141.660093264034,157.456812239536
10,"Veggie",5,130.961777121401,135.667009664493
