"t","condition","iv","dv","dvb"
1,"Fruit",15,128.557624749529,110.830994239104
2,"Fruit",15,117.803640585167,101.283078062276
3,"Fruit",15,138.014764152875,113.967796689409
4,"Fruit",15,134.844071198797,129.982386299663
5,"Fruit",15,124.790049504469,118.607943462463
6,"Fruit",15,126.371258046556,118.470798126248
7,"Fruit",15,138.204448652825,122.635180097286
8,"Fruit",15,134.565730096481,127.136358162012
9,"Fruit",15,136.103473519279,117.064028628031
10,"Fruit",15,150.271018180086,131.892033753072
1,"Veggie",5,110.830994239104,128.557624749529
2,"Veggie",5,101.283078062276,117.803640585167
3,"Veggie",5,113.967796689409,138.014764152875
4,"Veggie",5,129.982386299663,134.844071198797
5,"Veggie",5,118.607943462463,124.790049504469
6,"Veggie",5,118.470798126248,126.371258046556
7,"Veggie",5,122.635180097286,138.204448652825
8,"Veggie",5,127.136358162012,134.565730096481
9,"Veggie",5,117.064028628031,136.103473519279
10,"Veggie",5,131.892033753072,150.271018180086
