"t","condition","iv","dv","dvb"
1,"Fruit",15,143.809793481248,129.966645497685
2,"Fruit",15,161.355380309792,136.522314694188
3,"Fruit",15,151.427539405611,126.891945741584
4,"Fruit",15,131.514675131474,126.792604327961
5,"Fruit",15,127.145250492472,118.673948317307
6,"Fruit",15,117.436864025045,103.876692417664
7,"Fruit",15,126.558163547404,106.210213984561
8,"Fruit",15,133.395798602533,122.967025617566
9,"Fruit",15,125.527093309875,124.923121963129
10,"Fruit",15,153.55558528706,138.992969658826
1,"Veggie",5,129.966645497685,143.809793481248
2,"Veggie",5,136.522314694188,161.355380309792
3,"Veggie",5,126.891945741584,151.427539405611
4,"Veggie",5,126.792604327961,131.514675131474
5,"Veggie",5,118.673948317307,127.145250492472
6,"Veggie",5,103.876692417664,117.436864025045
7,"Veggie",5,106.210213984561,126.558163547404
8,"Veggie",5,122.967025617566,133.395798602533
9,"Veggie",5,124.923121963129,125.527093309875
10,"Veggie",5,138.992969658826,153.55558528706
