"t","condition","iv","dv","dvb"
1,"Fruit",15,125.784489814854,125.6077223548
2,"Fruit",15,128.97835678387,138.781667779217
3,"Fruit",15,137.635244679283,108.827577180031
4,"Fruit",15,129.71741304196,117.431023750745
5,"Fruit",15,136.460340510188,130.145777827264
6,"Fruit",15,141.800344271524,119.955328435602
7,"Fruit",15,135.58743999601,119.228724185908
8,"Fruit",15,157.103871004582,128.702637874054
9,"Fruit",15,134.885279762715,125.934121724209
10,"Fruit",15,135.199084903011,107.281253239586
1,"Veggie",5,125.6077223548,125.784489814854
2,"Veggie",5,138.781667779217,128.97835678387
3,"Veggie",5,108.827577180031,137.635244679283
4,"Veggie",5,117.431023750745,129.71741304196
5,"Veggie",5,130.145777827264,136.460340510188
6,"Veggie",5,119.955328435602,141.800344271524
7,"Veggie",5,119.228724185908,135.58743999601
8,"Veggie",5,128.702637874054,157.103871004582
9,"Veggie",5,125.934121724209,134.885279762715
10,"Veggie",5,107.281253239586,135.199084903011
