"t","condition","iv","dv","dvb"
1,"Fruit",15,133.5998197076,123.900955292958
2,"Fruit",15,137.117434333723,124.764777116714
3,"Fruit",15,128.613733869796,116.444596822309
4,"Fruit",15,139.916621935571,123.397610391676
5,"Fruit",15,141.549981850935,123.702355245099
6,"Fruit",15,145.987721319492,118.243258291389
7,"Fruit",15,146.682304422708,131.460621689127
8,"Fruit",15,130.861670075753,122.904985702423
9,"Fruit",15,124.211076088575,111.344431970356
10,"Fruit",15,152.586243950955,123.266398457465
1,"Veggie",5,123.900955292958,133.5998197076
2,"Veggie",5,124.764777116714,137.117434333723
3,"Veggie",5,116.444596822309,128.613733869796
4,"Veggie",5,123.397610391676,139.916621935571
5,"Veggie",5,123.702355245099,141.549981850935
6,"Veggie",5,118.243258291389,145.987721319492
7,"Veggie",5,131.460621689127,146.682304422708
8,"Veggie",5,122.904985702423,130.861670075753
9,"Veggie",5,111.344431970356,124.211076088575
10,"Veggie",5,123.266398457465,152.586243950955
