"t","condition","iv","dv","dvb"
1,"Fruit",15,141.289790949487,124.654370475992
2,"Fruit",15,137.462678996075,121.30800253068
3,"Fruit",15,139.81945090543,131.41689528839
4,"Fruit",15,155.088011048264,132.800124095428
5,"Fruit",15,142.855403606039,130.514185407664
6,"Fruit",15,144.632980827173,144.126986992166
7,"Fruit",15,136.116326047546,125.137012933922
8,"Fruit",15,137.820128362809,135.426272156416
9,"Fruit",15,139.7833275889,134.53733075485
10,"Fruit",15,154.718710424673,123.161824932796
1,"Veggie",5,124.654370475992,141.289790949487
2,"Veggie",5,121.30800253068,137.462678996075
3,"Veggie",5,131.41689528839,139.81945090543
4,"Veggie",5,132.800124095428,155.088011048264
5,"Veggie",5,130.514185407664,142.855403606039
6,"Veggie",5,144.126986992166,144.632980827173
7,"Veggie",5,125.137012933922,136.116326047546
8,"Veggie",5,135.426272156416,137.820128362809
9,"Veggie",5,134.53733075485,139.7833275889
10,"Veggie",5,123.161824932796,154.718710424673
