"t","condition","iv","dv","dvb"
1,"Fruit",15,136.116326047546,121.30800253068
2,"Fruit",15,142.855403606039,134.53733075485
3,"Fruit",15,144.632980827173,132.800124095428
4,"Fruit",15,141.289790949487,131.41689528839
5,"Fruit",15,154.718710424673,135.426272156416
6,"Fruit",15,155.088011048264,144.126986992166
7,"Fruit",15,137.820128362809,130.514185407664
8,"Fruit",15,137.462678996075,123.161824932796
9,"Fruit",15,139.7833275889,125.137012933922
10,"Fruit",15,139.81945090543,124.654370475992
1,"Veggie",5,121.30800253068,136.116326047546
2,"Veggie",5,134.53733075485,142.855403606039
3,"Veggie",5,132.800124095428,144.632980827173
4,"Veggie",5,131.41689528839,141.289790949487
5,"Veggie",5,135.426272156416,154.718710424673
6,"Veggie",5,144.126986992166,155.088011048264
7,"Veggie",5,130.514185407664,137.820128362809
8,"Veggie",5,123.161824932796,137.462678996075
9,"Veggie",5,125.137012933922,139.7833275889
10,"Veggie",5,124.654370475992,139.81945090543
